ID_CLIENT;ORIGINE_LEAD;SOURCE_LEAD;NIVEAU_LEAD;QUALITE_LEAD;CONTACT_PAR_MAIL;CONTACT_PAR_TELEPHONE;STATUT_ACTUEL;CONVERTI;NB_VISITES;DUREE_SUR_SITEWEB;NB_PAGES_VUES_PAR_VISITE;DERNIERE_ACTIVITE;DERNIERE_ACTIVITE_NOTABLE;PAYS;VILLE;SPECIALISATION;TAGS;INDEX_ACTIVITE;INDEX_PROFIL;SCORE_ACTIVITE;SCORE_PROFIL;ANNONCE_VUE;MAGAZINE;ARTICLE_JOURNAL;FORUM;JOURNAUX;PUB_DIGITALE;RECOMMANDATION;Comment avez-vous entendu parler de nous ?;Souhaites-tu recevoir plus d'infos sur notre cours ?;Souhaites-tu recevoir des mises à jour sur nos programmes ?;Souhaites-tu recevoir des mises à jour par message privé ?;Souhaites-tu payer par chèque ?;Souhaites-tu recevoir une copie de notre livre blanc ?
603010;Soumission landing page;Organic Search;Select;;Non;Non;Sans emploi;0;25.0;74;8.33;Email ouvert;Email ouvert;India;Mumbai;Banking, Investment And Insurance;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
613632;Soumission landing page;Direct Traffic;Select;;Oui;Non;Sans emploi;0;1.0;296;1.0;Email rejeté;Modifié;India;Mumbai;Banking, Investment And Insurance;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Publicité;Non;Non;Non;Non;Non
614229;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;8.0;96;8.0;SMS envoyé;SMS envoyé;India;Mumbai;Banking, Investment And Insurance;Occupé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
589007;API;Direct Traffic;;;Non;Non;;0;4.0;233;1.33;Conversation Chat;Modifié;India;;;;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
660673;Soumission landing page;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;2.0;1640;2.0;Email ouvert;Modifié;India;Mumbai;Supply Chain Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
604391;Soumission landing page;Google;;;Non;Non;;0;13.0;62;2.17;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Media and Advertising;;Moyen;Elevé;13.0;17.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
622840;Soumission landing page;Direct Traffic;Select;Pas sur;Non;Non;Sans emploi;0;1.0;273;1.0;Converti en lead;Modifié;India;Mumbai;Finance Management;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
583743;Soumission landing page;Direct Traffic;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;7.0;1014;3.5;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
610382;Soumission landing page;Direct Traffic;Select;Pas sur;Oui;Non;Sans emploi;0;4.0;209;4.0;Email rejeté;Modifié;India;Thane et sa périphérie;Banking, Investment And Insurance;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
592407;Soumission landing page;Direct Traffic;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;6.0;86;6.0;Email ouvert;Modifié;India;Mumbai;Human Resource Management;Fermé;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
595473;Soumission landing page;Direct Traffic;;;Non;Non;;1;4.0;1147;4.0;SMS envoyé;SMS envoyé;India;Mumbai;Media and Advertising;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
580090;Soumission landing page;Direct Traffic;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;3.0;1131;3.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
613383;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;3.0;1383;3.0;SMS envoyé;SMS envoyé;India;Mumbai;Services Excellence;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
626274;Formulaire Lead Add;Reference;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Mumbai;Healthcare Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
609618;Soumission landing page;Direct Traffic;Autre leads;Pas du tout pertinent;Non;Non;Sans emploi;0;2.0;422;2.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Ne pas suivre de formation continue;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
640127;Soumission landing page;Direct Traffic;Lead potentiel;Peu pertinent;Non;Non;Professionnel en activité;1;1.0;1320;1.0;Email rejeté;Modifié;;Autres villes;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
598761;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;4.0;113;4.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
613148;Soumission landing page;Google;Autre leads;Pas sur;Non;Non;Sans emploi;0;5.0;497;5.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Désactivé;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
600228;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;8.0;69;2.67;Email ouvert;Email ouvert;India;Villes de niveau II;Marketing Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
627305;Formulaire Lead Add;Welingak Website;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
594120;Soumission landing page;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;5.0;244;5.0;SMS envoyé;SMS envoyé;India;Autres villes métropolitaines;Media and Advertising;Numéro invalide;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
610230;API;Google;;;Non;Non;;0;3.0;70;1.5;SMS envoyé;Modifié;India;;;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
655772;API;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;11.0;220;11.0;Page visitée sur le site;Modifié;India;Thane et sa périphérie;Operations Management;Reviendra après avoir lu le courriel;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
619524;API;Organic Search;Lead potentiel;;Non;Non;Homme d'affaire;1;7.0;68;7.0;Email ouvert;Email ouvert;India;Autres villes;Marketing Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
602244;Soumission landing page;Google;;;Non;Non;;1;3.0;829;3.0;Injoignable;Injoignable;India;Mumbai;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
636960;API;Google;Select;Pas du tout pertinent;Non;Non;Sans emploi;0;2.0;59;2.0;SMS envoyé;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
582419;Soumission landing page;Direct Traffic;Lead potentiel;;Oui;Non;Sans emploi;1;1.0;869;1.0;Email rejeté;Modifié;India;Mumbai;Marketing Management;Désactivé;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
583641;API;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;0;8.0;33;1.6;Email ouvert;Email ouvert;India;Mumbai;Supply Chain Management;Perdu au profit d'un concurrent;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
592016;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;1.0;343;1.0;Converti en lead;Modifié;India;Mumbai;Finance Management;Déjà un étudiant;Elevé;Elevé;16.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
607470;Soumission landing page;Referral Sites;;;Non;Non;;0;54.0;1280;4.5;SMS envoyé;SMS envoyé;India;Mumbai;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Publicité;Non;Non;Non;Non;Non
646842;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
587880;Formulaire Lead Add;;Lead potentiel;Pourrait être pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
633608;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;0;3.0;95;3.0;Page visitée sur le site;Modifié;India;Mumbai;Finance Management;Appelé;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
598940;Soumission landing page;Direct Traffic;;;Oui;Non;;0;1.0;36;1.0;Email rejeté;Modifié;;Mumbai;E-Business;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
599247;Soumission landing page;Google;Autre leads;Pourrait être pertinent;Non;Non;Sans emploi;0;5.0;177;5.0;Page visitée sur le site;Modifié;India;Mumbai;Human Resource Management;Intéressé par un MBA full-time;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
615844;API;Organic Search;;;Oui;Non;;1;2.0;1049;2.0;SMS envoyé;SMS envoyé;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
606661;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;4.0;1288;4.0;SMS envoyé;SMS envoyé;India;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
591071;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Etudiant;1;3.0;1022;3.0;SMS envoyé;SMS envoyé;India;Autres villes;Retail Management;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
638022;Soumission landing page;Direct Traffic;;;Non;Non;;0;2.0;130;2.0;Injoignable;Modifié;India;Mumbai;Business Administration;;Faible;Elevé;12.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
601825;Soumission landing page;Direct Traffic;;;Non;Non;;0;4.0;48;4.0;Email ouvert;Email ouvert;India;Villes de niveau II;Media and Advertising;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
650655;API;Direct Traffic;Select;;Non;Non;Sans emploi;0;7.0;1028;3.5;Email ouvert;Modifié;India;Select;Select;Intéressé par un MBA full-time;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
600612;Formulaire Lead Add;Reference;Autre leads;Peu pertinent;Non;Non;Etudiant;1;0.0;0;0.0;Email ouvert;Email ouvert;;Mumbai;Banking, Investment And Insurance;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
618339;API;Google;;;Non;Non;;1;4.0;586;2.0;SMS envoyé;SMS envoyé;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
607765;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;2.0;96;2.0;Email ouvert;Modifié;India;Mumbai;Finance Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
599091;Soumission landing page;Direct Traffic;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;2.0;228;2.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Human Resource Management;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
607721;Soumission landing page;Direct Traffic;Select;Peu pertinent;Oui;Non;Sans emploi;1;9.0;1291;3.0;Email rejeté;Email rejeté;India;Autres villes métropolitaines;Finance Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
617223;API;Olark Chat;Lead potentiel;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Autres villes de Maharashtra;International Business;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
640177;Formulaire Lead Add;Reference;Etudiant;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Modifié;;Thane et sa périphérie;Supply Chain Management;Fermé;Moyen;Elevé;15.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
637838;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;1;4.0;99;4.0;SMS envoyé;Modifié;India;Autres villes;Marketing Management;Occupé;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
642333;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
646370;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;4.0;28;4.0;Email ouvert;Email ouvert;India;Autres villes métropolitaines;Business Administration;Appelé;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
594334;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;5.0;98;2.5;Formulaire soumis sur le site;Modifié;India;Mumbai;Healthcare Management;Appelé;Faible;Moyen;12.0;15.0;Non;Non;Non;Non;Non;Non;Non;Autre;Non;Non;Non;Non;Non
610490;API;Organic Search;;;Non;Non;;0;4.0;127;4.0;Email ouvert;Email ouvert;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
594733;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
605065;Soumission landing page;Direct Traffic;;;Non;Non;;0;4.0;29;2.0;Email ouvert;Email ouvert;United States;Thane et sa périphérie;Supply Chain Management;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
627358;Soumission landing page;Google;;;Non;Non;;0;4.0;126;4.0;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
617172;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;2.0;437;2.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Banking, Investment And Insurance;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Autre;Non;Non;Non;Non;Non
605295;Soumission landing page;Google;Autre leads;Pas du tout pertinent;Non;Non;Sans emploi;0;9.0;367;2.25;A cliqué sur le lien dans le mail;A cliqué sur le lien dans le mail;India;Mumbai;Human Resource Management;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;SMS;Non;Non;Non;Non;Non
607345;API;Olark Chat;Autre leads;Peu pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Mumbai;Human Resource Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
586362;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
652707;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;5.0;285;5.0;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
590326;API;Organic Search;Select;;Non;Non;Sans emploi;0;1.0;127;1.0;Converti en lead;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
644390;API;Organic Search;Select;;Non;Non;Sans emploi;0;9.0;413;4.5;Email ouvert;Email ouvert;India;Autres villes;Rural and Agribusiness;Occupé;Moyen;Faible;14.0;11.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
649156;API;Google;Select;Pas sur;Non;Non;Sans emploi;0;2.0;14;2.0;Page visitée sur le site;Modifié;India;Select;Select;Occupé;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
605141;API;Google;;;Non;Non;;0;2.0;287;2.0;Converti en lead;Modifié;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
592101;API;Google;;;Non;Non;;0;2.0;327;2.0;Email ouvert;Email ouvert;unknown;;;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
580776;Soumission landing page;Direct Traffic;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;2.0;1202;2.0;SMS envoyé;SMS envoyé;India;Mumbai;Banking, Investment And Insurance;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
628768;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;A cliqué sur le lien dans le mail;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
651246;API;Organic Search;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;6.0;1276;3.0;Email ouvert;Email ouvert;India;Autres villes;Human Resource Management;Reviendra après avoir lu le courriel;Elevé;Moyen;16.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
617731;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;2.0;130;2.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Marketing Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
619268;API;Google;;;Non;Non;;0;2.0;305;2.0;Conversation Chat;Modifié;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
586139;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;3.0;159;3.0;Email ouvert;Email ouvert;Philippines;Autres villes;Marketing Management;Appelé;Faible;Moyen;10.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
585140;Soumission landing page;Google;Autre leads;Pas du tout pertinent;Non;Non;Sans emploi;0;3.0;278;3.0;Email ouvert;Email ouvert;India;Mumbai;Operations Management;Intéressé par d'autres cours;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Autre;Non;Non;Non;Non;Non
597306;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;4.0;18;4.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Désactivé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
638937;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;5.0;1027;5.0;Page visitée sur le site;Modifié;India;Autres villes;Rural and Agribusiness;Intéressé par d'autres cours;Moyen;Moyen;15.0;13.0;Non;Non;Non;Non;Non;Non;Non;SMS;Non;Non;Non;Non;Non
581641;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;SMS envoyé;SMS envoyé;;;;;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
617554;Formulaire Lead Add;Reference;Autre leads;Peu pertinent;Non;Non;Etudiant;1;0.0;0;0.0;Email ouvert;Email ouvert;;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
624815;Soumission landing page;bing;Select;;Non;Non;Sans emploi;1;3.0;399;3.0;SMS envoyé;SMS envoyé;India;Mumbai;Media and Advertising;;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
637246;API;Google;Select;;Non;Non;Sans emploi;0;7.0;45;3.5;Page visitée sur le site;Page visitée sur le site;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
653151;API;Google;Select;Peu pertinent;Non;Non;Sans emploi;0;3.0;213;1.5;A cliqué sur le lien dans le mail;Modifié;India;Select;Finance Management;Reviendra après avoir lu le courriel;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
611316;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
592692;API;Organic Search;;;Non;Non;;0;3.0;1920;1.5;SMS envoyé;Modifié;India;;;;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
658222;Soumission landing page;Direct Traffic;Select;Pas du tout pertinent;Non;Non;Sans emploi;1;2.0;1509;2.0;Email ouvert;Modifié;India;Mumbai;E-Business;Perdu au profit d'un concurrent;Faible;Elevé;10.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
590134;API;Google;;;Non;Non;;1;2.0;160;2.0;SMS envoyé;Modifié;India;;;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
656621;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;3.0;35;3.0;Email ouvert;Email ouvert;India;Mumbai;Human Resource Management;Appelé;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
648706;API;Referral Sites;Select;Pas sur;Oui;Non;Sans emploi;0;7.0;876;3.5;Email rejeté;Email rejeté;India;Select;Select;Appelé;Moyen;Moyen;13.0;13.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
629390;API;Google;;;Non;Non;;0;2.0;112;2.0;Conversation Chat;Modifié;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
584237;API;Olark Chat;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;Reviendra après avoir lu le courriel;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
636687;Soumission landing page;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;0;5.0;7;2.5;Page visitée sur le site;Modifié;India;Mumbai;Human Resource Management;Intéressé par d'autres cours;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
594369;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Professionnel en activité;1;1.0;938;1.0;Email ouvert;Email ouvert;;Autres villes;Human Resource Management;Fermé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
645671;API;Google;;;Non;Non;;0;2.0;59;2.0;Email ouvert;Email ouvert;India;;;;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
641663;Soumission landing page;Direct Traffic;;;Oui;Non;;0;1.0;191;1.0;Email rejeté;Modifié;India;Mumbai;IT Projects Management;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
631482;API;Google;Select;Pas sur;Non;Non;Sans emploi;1;2.0;1576;1.0;SMS envoyé;SMS envoyé;India;Select;Select;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
610092;Soumission landing page;Direct Traffic;;;Non;Non;;0;20.0;814;2.5;Page visitée sur le site;Modifié;India;Autres villes métropolitaines;Healthcare Management;;;;;;Oui;Non;Oui;Oui;Non;Oui;Oui;Recherche en ligne;Non;Non;Non;Non;Oui
592608;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Oui;Non;Sans emploi;1;27.0;212;2.45;Page visitée sur le site;Page visitée sur le site;United States;Mumbai;Finance Management;Fermé;Elevé;Elevé;17.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
634167;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;A cliqué sur le lien dans le mail;Modifié;;;;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
655723;API;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;7.0;463;3.5;Injoignable;Modifié;India;Select;Select;Appelé;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
614268;Soumission landing page;Direct Traffic;;;Oui;Non;;0;3.0;154;3.0;Page visitée sur le site;Modifié;India;Mumbai;Travel and Tourism;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
634244;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Thane et sa périphérie;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
